,AsyD1,AsyD2,Factors
0,0.23224894994384027,0.22972995245825656,Suff_diff
1,0.2197805934216075,0.25085002977274984,Comp_diff
0,5786.0,6901.0,temporal_distance
0,0.04804829857060779,0.04948055457130515,corpus_similarity
