,AsyD1,AsyD2,Factors,Task
0,0.23224894994384027,0.22972995245825656,Suff_diff,yelp
1,0.2197805934216075,0.25085002977274984,Comp_diff,yelp
0,5786.0,6901.0,temporal_distance,yelp
0,0.0440467894077301,0.0416798219084739,corpus_similarity,yelp
0,507.01932084309135,494.4724824355972,text avg length,yelp
