,mean-acc,std-acc,mean-f1,std-f1,mean-ece,std-ece,Domain,Model
model,0.469906323185011,0.033116857453679004,0.255120398252605,0.032381100871035004,0.036822034591324,0.015050263332579002,Full data,Kuma
model,0.39426229508196703,0.010613835310187001,0.17645229408817,0.007001022264956001,0.042105211141307004,0.013572951085366,InDomain,Kuma
model,0.48067915690866503,0.046238844089581004,0.196367408334777,0.008474562408312,0.174073405059564,0.014461888316192,OOD1,Kuma
model,0.473887587822014,0.054230249725603,0.19296176739512502,0.010729006044171001,0.173957773416676,0.014857412438856,OOD2,Kuma
model,0.558782201405152,0.010036160345300001,0.48685339775905606,0.0036412650286380003,0.143587817461066,0.104170062100712,Full data,LSTM
model,0.477049180327868,0.01130082750955,0.400626899467024,0.016734126942487,0.35858613513671805,0.07895168657613601,InDomain,LSTM
model,0.6070257611241211,0.016146517740869,0.43720842076888505,0.011456671976712001,0.24530874741649702,0.07383837184644501,OOD1,LSTM
model,0.6120608899297421,0.013230295653857001,0.438909479526687,0.015230208347294001,0.238291892646626,0.067356113879278,OOD2,LSTM
