,AsyD1,AsyD2,Factors
0,0.23224894994384027,0.22972995245825656,Suff_diff
1,0.2197805934216075,0.25085002977274984,Comp_diff
0,8726.0,10572.0,temporal_distance
0,0.0423729382455349,0.0401375703513622,corpus_similarity
