,mean-acc,std-acc,mean-f1,std-f1,mean-ece,std-ece,Domain
model,0.6811475409836061,0.008720312769044001,0.613659500579893,0.013088405762244001,0.034241151984179,0.013867106738044001,Full size
model,0.6338407494145191,0.006158404586559,0.60270573942644,0.006467274706339001,0.058297602539179004,0.012671043827043002,SynD
model,0.7389929742388751,0.006720536230576,0.592138715136427,0.013438617305346002,0.04668643733517,0.009690629039700001,AsyD1
model,0.7427400468384071,0.008235105841928,0.6097370480005221,0.006957016315588001,0.033961033042895,0.008901049197137,AsyD2
