,Domain,BERT F1,BERT std,FRESH F1,FRESH std,LSTM F1,LSTM std,KUMA F1,KUMA std,KUMA Len,SPECTRA F1,SPECTRA std
0,Full,37.4447641796258,2.9010556975794,29.926101696195,4.168309495530901,35.437752045516504,1.5304634369931003,11.6697530235309,1.8186222354426,41.08155441283934,24.924,1.13645501450783
1,SynD,38.2289088704925,2.4182638194412003,32.5006359412909,1.6692323246704004,34.3360519031512,0.5101175768599001,9.8729806387964,0.0,43.59258822604005,21.962,5.6752286297558
2,AsyD1,37.4372055971775,1.7689322541963002,32.5632333023884,2.8213811219041003,31.6159778324323,2.9958719170679005,12.716122106783601,0.0,42.532821509895626,16.6548,7.76466516985761
3,AsyD2,38.166340133946704,1.7003664677463,30.032152354455004,2.5581249661398004,29.9956954083389,1.9477412696054002,12.543830270923001,0.0,41.62355122200444,20.596,7.27137057231991
