,Similarity,Representations,Measure,Rep_Mea,Domain,attribute_name,threshold
0,0.12504173420029802,Term distribution,jensen-shannon,Term jensen-shannon,In Domain(Baseline),attention,topk
1,22.541135809594586,Term distribution,renyi,Term renyi,In Domain(Baseline),attention,topk
2,0.010731989706771805,Term distribution,cosine,Term cosine,In Domain(Baseline),attention,topk
3,0.014704243083007901,Term distribution,euclidean,Term euclidean,In Domain(Baseline),attention,topk
4,0.5648424005085316,Term distribution,variational,Term variational,In Domain(Baseline),attention,topk
5,0.18452456229270303,Term distribution,bhattacharyya,Term bhattacharyya,In Domain(Baseline),attention,topk
6,0.001649211160838604,Topic distribution,jensen-shannon,Topic jensen-shannon,In Domain(Baseline),attention,topk
7,0.007546411566489468,Topic distribution,renyi,Topic renyi,In Domain(Baseline),attention,topk
8,0.006045341491699219,Topic distribution,cosine,Topic cosine,In Domain(Baseline),attention,topk
9,0.01628641119275142,Topic distribution,euclidean,Topic euclidean,In Domain(Baseline),attention,topk
10,0.09382861107587814,Topic distribution,variational,Topic variational,In Domain(Baseline),attention,topk
11,0.0016570700099691749,Topic distribution,bhattacharyya,Topic bhattacharyya,In Domain(Baseline),attention,topk
12,0.16512790061518948,Term distribution,jensen-shannon,Term jensen-shannon,OOD1,attention,topk
13,26.023055704568115,Term distribution,renyi,Term renyi,OOD1,attention,topk
14,0.03728651453155751,Term distribution,cosine,Term cosine,OOD1,attention,topk
15,0.026998023095411997,Term distribution,euclidean,Term euclidean,OOD1,attention,topk
16,0.7215785028963355,Term distribution,variational,Term variational,OOD1,attention,topk
17,0.24820279947969295,Term distribution,bhattacharyya,Term bhattacharyya,OOD1,attention,topk
18,0.006664703134447336,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD1,attention,topk
19,0.026770129176034396,Topic distribution,renyi,Topic renyi,OOD1,attention,topk
20,0.031457722187042236,Topic distribution,cosine,Topic cosine,OOD1,attention,topk
21,0.03772317047258122,Topic distribution,euclidean,Topic euclidean,OOD1,attention,topk
22,0.16512790322303772,Topic distribution,variational,Topic variational,OOD1,attention,topk
23,0.0067258854396641254,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD1,attention,topk
24,0.18512668477720134,Term distribution,jensen-shannon,Term jensen-shannon,OOD2,attention,topk
25,27.824417651863136,Term distribution,renyi,Term renyi,OOD2,attention,topk
26,0.04905945504046849,Term distribution,cosine,Term cosine,OOD2,attention,topk
27,0.031176340227749188,Term distribution,euclidean,Term euclidean,OOD2,attention,topk
28,0.7859089432215092,Term distribution,variational,Term variational,OOD2,attention,topk
29,0.28446944215784625,Term distribution,bhattacharyya,Term bhattacharyya,OOD2,attention,topk
30,0.008190535008907318,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD2,attention,topk
31,0.03265696511471289,Topic distribution,renyi,Topic renyi,OOD2,attention,topk
32,0.03759503364562988,Topic distribution,cosine,Topic cosine,OOD2,attention,topk
33,0.040917412197179696,Topic distribution,euclidean,Topic euclidean,OOD2,attention,topk
34,0.18629837036132812,Topic distribution,variational,Topic variational,OOD2,attention,topk
35,0.00828133337199688,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD2,attention,topk
36,0.12377650066755105,Term distribution,jensen-shannon,Term jensen-shannon,In Domain(Baseline),lime,topk
37,21.720055682838158,Term distribution,renyi,Term renyi,In Domain(Baseline),lime,topk
38,0.008696393756284393,Term distribution,cosine,Term cosine,In Domain(Baseline),lime,topk
39,0.014308368694174275,Term distribution,euclidean,Term euclidean,In Domain(Baseline),lime,topk
40,0.5430077101185806,Term distribution,variational,Term variational,In Domain(Baseline),lime,topk
41,0.183346937030043,Term distribution,bhattacharyya,Term bhattacharyya,In Domain(Baseline),lime,topk
42,0.0019668880850076675,Topic distribution,jensen-shannon,Topic jensen-shannon,In Domain(Baseline),lime,topk
43,0.008493156223109956,Topic distribution,renyi,Topic renyi,In Domain(Baseline),lime,topk
44,0.007351279258728027,Topic distribution,cosine,Topic cosine,In Domain(Baseline),lime,topk
45,0.020473598434752598,Topic distribution,euclidean,Topic euclidean,In Domain(Baseline),lime,topk
46,0.100858673453331,Topic distribution,variational,Topic variational,In Domain(Baseline),lime,topk
47,0.00197354843840003,Topic distribution,bhattacharyya,Topic bhattacharyya,In Domain(Baseline),lime,topk
48,0.14241358599038606,Term distribution,jensen-shannon,Term jensen-shannon,OOD1,lime,topk
49,23.349040466466832,Term distribution,renyi,Term renyi,OOD1,lime,topk
50,0.01829981373705869,Term distribution,cosine,Term cosine,OOD1,lime,topk
51,0.020508931046400586,Term distribution,euclidean,Term euclidean,OOD1,lime,topk
52,0.6288673843222379,Term distribution,variational,Term variational,OOD1,lime,topk
53,0.21250284863091312,Term distribution,bhattacharyya,Term bhattacharyya,OOD1,lime,topk
54,0.0017895642668008804,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD1,lime,topk
55,0.0077993826805959985,Topic distribution,renyi,Topic renyi,OOD1,lime,topk
56,0.005608320236206055,Topic distribution,cosine,Topic cosine,OOD1,lime,topk
57,0.017185402046837214,Topic distribution,euclidean,Topic euclidean,OOD1,lime,topk
58,0.09742627292871475,Topic distribution,variational,Topic variational,OOD1,lime,topk
59,0.0017955917865037918,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD1,lime,topk
60,0.16050613356812637,Term distribution,jensen-shannon,Term jensen-shannon,OOD2,lime,topk
61,24.547955411816055,Term distribution,renyi,Term renyi,OOD2,lime,topk
62,0.020224489115846178,Term distribution,cosine,Term cosine,OOD2,lime,topk
63,0.021648194236659427,Term distribution,euclidean,Term euclidean,OOD2,lime,topk
64,0.6916729180503328,Term distribution,variational,Term variational,OOD2,lime,topk
65,0.24355874938526367,Term distribution,bhattacharyya,Term bhattacharyya,OOD2,lime,topk
66,0.0031902017071843147,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD2,lime,topk
67,0.01351712541979431,Topic distribution,renyi,Topic renyi,OOD2,lime,topk
68,0.0092507004737854,Topic distribution,cosine,Topic cosine,OOD2,lime,topk
69,0.021871727285325906,Topic distribution,euclidean,Topic euclidean,OOD2,lime,topk
70,0.12232828140258789,Topic distribution,variational,Topic variational,OOD2,lime,topk
71,0.0032039894722402096,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD2,lime,topk
72,0.10454070310422894,Term distribution,jensen-shannon,Term jensen-shannon,In Domain(Baseline),deeplift,topk
73,18.697890128893864,Term distribution,renyi,Term renyi,In Domain(Baseline),deeplift,topk
74,0.012461571753113132,Term distribution,cosine,Term cosine,In Domain(Baseline),deeplift,topk
75,0.018596136176756307,Term distribution,euclidean,Term euclidean,In Domain(Baseline),deeplift,topk
76,0.4879133354419787,Term distribution,variational,Term variational,In Domain(Baseline),deeplift,topk
77,0.15252991354435266,Term distribution,bhattacharyya,Term bhattacharyya,In Domain(Baseline),deeplift,topk
78,0.0022975450847297907,Topic distribution,jensen-shannon,Topic jensen-shannon,In Domain(Baseline),deeplift,topk
79,0.009797278464710544,Topic distribution,renyi,Topic renyi,In Domain(Baseline),deeplift,topk
80,0.010097205638885498,Topic distribution,cosine,Topic cosine,In Domain(Baseline),deeplift,topk
81,0.0258393885757995,Topic distribution,euclidean,Topic euclidean,In Domain(Baseline),deeplift,topk
82,0.11659229546785355,Topic distribution,variational,Topic variational,In Domain(Baseline),deeplift,topk
83,0.002305421279743314,Topic distribution,bhattacharyya,Topic bhattacharyya,In Domain(Baseline),deeplift,topk
84,0.18262957730130314,Term distribution,jensen-shannon,Term jensen-shannon,OOD1,deeplift,topk
85,23.402570359571943,Term distribution,renyi,Term renyi,OOD1,deeplift,topk
86,0.0712877893113596,Term distribution,cosine,Term cosine,OOD1,deeplift,topk
87,0.043475287824803185,Term distribution,euclidean,Term euclidean,OOD1,deeplift,topk
88,0.807597866072717,Term distribution,variational,Term variational,OOD1,deeplift,topk
89,0.2727915510019711,Term distribution,bhattacharyya,Term bhattacharyya,OOD1,deeplift,topk
90,0.011353068985044956,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD1,deeplift,topk
91,0.0447109070259565,Topic distribution,renyi,Topic renyi,OOD1,deeplift,topk
92,0.04803574085235596,Topic distribution,cosine,Topic cosine,OOD1,deeplift,topk
93,0.054087222040247344,Topic distribution,euclidean,Topic euclidean,OOD1,deeplift,topk
94,0.2121475487947464,Topic distribution,variational,Topic variational,OOD1,deeplift,topk
95,0.01151562575250864,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD1,deeplift,topk
96,0.18195905518245825,Term distribution,jensen-shannon,Term jensen-shannon,OOD2,deeplift,topk
97,23.939634566429316,Term distribution,renyi,Term renyi,OOD2,deeplift,topk
98,0.07363326516666302,Term distribution,cosine,Term cosine,OOD2,deeplift,topk
99,0.04437945431437985,Term distribution,euclidean,Term euclidean,OOD2,deeplift,topk
100,0.8094370609099785,Term distribution,variational,Term variational,OOD2,deeplift,topk
101,0.27236156911651027,Term distribution,bhattacharyya,Term bhattacharyya,OOD2,deeplift,topk
102,0.009329505264759064,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD2,deeplift,topk
103,0.03765199882254674,Topic distribution,renyi,Topic renyi,OOD2,deeplift,topk
104,0.04089087247848511,Topic distribution,cosine,Topic cosine,OOD2,deeplift,topk
105,0.04981160407613323,Topic distribution,euclidean,Topic euclidean,OOD2,deeplift,topk
106,0.2136632204055786,Topic distribution,variational,Topic variational,OOD2,deeplift,topk
107,0.009423048235476017,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD2,deeplift,topk
108,0.13955351239560806,Term distribution,jensen-shannon,Term jensen-shannon,In Domain(Baseline),gradients,topk
109,24.476676594547985,Term distribution,renyi,Term renyi,In Domain(Baseline),gradients,topk
110,0.0016576289740193317,Term distribution,cosine,Term cosine,In Domain(Baseline),gradients,topk
111,0.01694603584679062,Term distribution,euclidean,Term euclidean,In Domain(Baseline),gradients,topk
112,0.5635189056437485,Term distribution,variational,Term variational,In Domain(Baseline),gradients,topk
113,0.21107339784298243,Term distribution,bhattacharyya,Term bhattacharyya,In Domain(Baseline),gradients,topk
114,0.002764747943729162,Topic distribution,jensen-shannon,Topic jensen-shannon,In Domain(Baseline),gradients,topk
115,0.011400938560944948,Topic distribution,renyi,Topic renyi,In Domain(Baseline),gradients,topk
116,0.00919729471206665,Topic distribution,cosine,Topic cosine,In Domain(Baseline),gradients,topk
117,0.026679855584544342,Topic distribution,euclidean,Topic euclidean,In Domain(Baseline),gradients,topk
118,0.11349368095397949,Topic distribution,variational,Topic variational,In Domain(Baseline),gradients,topk
119,0.0027742087841033936,Topic distribution,bhattacharyya,Topic bhattacharyya,In Domain(Baseline),gradients,topk
120,0.17587440391624168,Term distribution,jensen-shannon,Term jensen-shannon,OOD1,gradients,topk
121,37.75332133386596,Term distribution,renyi,Term renyi,OOD1,gradients,topk
122,0.01709351489934019,Term distribution,cosine,Term cosine,OOD1,gradients,topk
123,0.09751671979610273,Term distribution,euclidean,Term euclidean,OOD1,gradients,topk
124,0.7908668059617594,Term distribution,variational,Term variational,OOD1,gradients,topk
125,0.26813595451218925,Term distribution,bhattacharyya,Term bhattacharyya,OOD1,gradients,topk
126,0.04267418757081032,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD1,gradients,topk
127,0.1752606017351284,Topic distribution,renyi,Topic renyi,OOD1,gradients,topk
128,0.09932547807693481,Topic distribution,cosine,Topic cosine,OOD1,gradients,topk
129,0.125622652530546,Topic distribution,euclidean,Topic euclidean,OOD1,gradients,topk
130,0.5318744778633118,Topic distribution,variational,Topic variational,OOD1,gradients,topk
131,0.04413244128227234,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD1,gradients,topk
132,0.18488787442384896,Term distribution,jensen-shannon,Term jensen-shannon,OOD2,gradients,topk
133,37.275943479480716,Term distribution,renyi,Term renyi,OOD2,gradients,topk
134,0.013341133880605871,Term distribution,cosine,Term cosine,OOD2,gradients,topk
135,0.08890579040601479,Term distribution,euclidean,Term euclidean,OOD2,gradients,topk
136,0.7992099764119766,Term distribution,variational,Term variational,OOD2,gradients,topk
137,0.2855663344578604,Term distribution,bhattacharyya,Term bhattacharyya,OOD2,gradients,topk
138,0.0422038733959198,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD2,gradients,topk
139,0.16814453050268963,Topic distribution,renyi,Topic renyi,OOD2,gradients,topk
140,0.12631624937057495,Topic distribution,cosine,Topic cosine,OOD2,gradients,topk
141,0.1457850532666259,Topic distribution,euclidean,Topic euclidean,OOD2,gradients,topk
142,0.49417775869369507,Topic distribution,variational,Topic variational,OOD2,gradients,topk
143,0.04373091086745262,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD2,gradients,topk
144,0.13105712639744155,Term distribution,jensen-shannon,Term jensen-shannon,In Domain(Baseline),scaled attention,topk
145,23.81433742735512,Term distribution,renyi,Term renyi,In Domain(Baseline),scaled attention,topk
