,Domain,BERT ACC,BERT ACC,FRESH ACC,FRESH std,LSTM ACC,LSTM std,KUMA ACC,KUMA std,SPECTRA F1,SPECTRA std
0,Full,0.35655058043117704,0.0037816763684880004,0.33067993366500803,0.007255271261766,28.905472636815905,1.909364904096,19.8839137645107,0.6213928356615,24.924,1.13645501450783
1,SynD,0.34655601659751,0.008407585156457,0.32082987551867204,0.005544661606137,26.9045643153526,1.4539646448515,27.717842323651404,0.0,21.962,5.6752286297558
2,AsyD1,0.404315352697095,0.008222052166971,0.38688796680497906,0.008035663692554,26.058091286307,3.9598195408323003,37.178423236514504,0.0,16.6548,7.76466516985761
3,AsyD2,0.443485477178423,0.009084768254542,0.40414937759336106,0.013555198001059001,25.9585062240663,4.6299022191966,42.1576763485477,0.0,20.596,7.27137057231991
