,Domain,BERT ACC,BERT ACC,FRESH ACC,FRESH std,LSTM ACC,LSTM std,KUMA ACC,KUMA std,SPECTRA F1,SPECTRA std
0,Full,0.906582603120324,0.002555193792234,0.899102372301773,0.001111348578756,86.6210728788202,0.08714205188230001,84.81513143834151,0.35800639806750006,83.212,0.36423893257036
1,SynD,0.8947852105150671,0.005841895197188,0.8744389826886081,0.005276785419794001,84.8536011968369,0.1734434158176,82.5154947638384,0.9663965730102001,80.396,0.7847483673127299
2,AsyD1,0.8678777516563361,0.007599452918225001,0.837614874973284,0.007697097502270001,81.8892925838854,0.5367501094819,78.3009189997862,1.7032977631606,78.33,1.67930044959203
3,AsyD2,0.8464201752511211,0.005924117672351001,0.8230604830091891,0.0036560640787070002,78.69843983757211,0.6181153710619001,76.4778798888651,1.356132667298,77.74600000000001,1.85100783358688
