,AsyD1,AsyD2,Factors
0,0.028250738560933186,0.023195894986537402,Suff_diff
1,0.018974657414388307,0.1382582115128841,Comp_diff
0,1271.0,1658.0,temporal_distance
0,0.0414706800077024,0.05928321045746328,corpus_similarity
