,AsyD1,AsyD2,Factors,Task
0,0.028250738560933186,0.023195894986537402,Suff_diff,agnews
1,0.018974657414388307,0.1382582115128841,Comp_diff,agnews
0,1271.0,1658.0,temporal_distance,agnews
0,0.3235661998395767,0.3894273540380171,corpus_similarity,agnews
0,437.72397948279547,470.7855310963881,text avg length,agnews
