,mean-acc,std-acc,mean-f1,std-f1,mean-ece,std-ece,domain,Model
model,0.6455223880597011,0.042215330220092,0.516957839584268,0.086116932182938,0.132916863996591,0.04073962148506,Full data,Kuma
model,0.558955223880597,0.043347867855097005,0.501779788672103,0.034546873156961005,0.054531102216065004,0.029659636647305,InDomain,Kuma
model,0.7400749063670411,0.12325682799746301,0.46523433072423703,0.045342656443596,0.207224148891391,0.09960494250858501,OOD1,Kuma
model,0.697378277153558,0.11284290540668201,0.46701667443550504,0.045882503196070006,0.172062438838044,0.072725106047968,OOD2,Kuma
model,0.7559701492537311,0.022953069401835002,0.6856452955567041,0.0407501122081,0.12117177207968101,0.05524074535214601,Full data,LSTM
model,0.7761194029850741,0.009730152843586,0.7655955250959211,0.008718207883296001,0.06912321457222301,0.020786909125153002,InDomain,LSTM
model,0.8314606741573031,0.022720226049592,0.7159877827221021,0.011672339214549,0.033805343274320006,0.009741920649741,OOD1,LSTM
model,0.8097378277153551,0.019590557049621003,0.73611608406421,0.028972937073896,0.055306476644808006,0.016573896062981,OOD2,LSTM
