,Domain,Bert F1,FRESH F1,KUMA F1,LSTM F1,AOPC_suff,AOPC_compr,Text_Simi,Rationales_Simi,Label distribution,Interquartile-Oldest,Median,Interquartile-Newest,InterTimeSpan(D),Oldest Date,Newest Date,TimeSpan(D),Data Num,TimeDensity,InterTimeDensity,TimeDiff
0,Full,0.892789992225631,0.8334678121143401,0.486794632452793,0.7133639339971011,,,,,"0    1315
1     828",2017-09-14,2017-12-01,2017-12-16,93,2011-01-07,2018-01-20,2570,2143,0.833852140077821,11.521505376344086,0.0
1,InDomain,0.8957116060924201,0.8502223483275081,0.4778973710851001,0.7279769335649361,0.46438582189912003,0.293806662444112,0.010488576255738735,0.013653825968503952,"0    168
1    100",2017-07-02,2017-11-27,2017-12-16,167,2011-03-18,2018-01-20,2500,268,0.1072,0.8023952095808383,0.11115283514832897
2,OOD1,0.837104788047852,0.702894690239637,0.5214298374651061,0.6964080335925731,0.583517816741853,0.26705343636649603,0.011987822130322456,0.01401970162987709,"0    216
1     51",2018-01-24,2018-01-26,2018-01-29,5,2018-01-20,2018-01-31,11,267,24.272727272727273,26.7,2.112654900488171
3,OOD2,0.8374081973241551,0.7153722668569421,0.517855498954915,0.7268081600992391,0.597219240747597,0.270091246186804,0.011560438200831413,0.015478409826755525,"0    202
1     65",2018-02-02,2018-02-04,2018-02-06,4,2018-01-31,2018-02-07,7,267,38.142857142857146,33.375,2.1457003379647013
4,In Domain Train,,,,,,,,,"0    971
1    636",2017-09-27,2017-12-01,2017-12-16,80,2011-01-07,2018-01-20,2570,1607,0.6252918287937743,10.04375,0.00976342470897484
