,Similarity,Representations,Measure,Rep_Mea,Domain
0,0.2347434813894402,Term distribution,jensen-shannon,Term jensen-shannon,InDomain
1,45.15007415369596,Term distribution,renyi,Term renyi,InDomain
2,0.031970228330900685,Term distribution,cosine,Term cosine,InDomain
3,0.017088727150579595,Term distribution,euclidean,Term euclidean,InDomain
4,0.8681437639684957,Term distribution,variational,Term variational,InDomain
5,0.3942246801971946,Term distribution,bhattacharyya,Term bhattacharyya,InDomain
6,0.013844543136656284,Topic distribution,jensen-shannon,Topic jensen-shannon,InDomain
7,0.055725326991241796,Topic distribution,renyi,Topic renyi,InDomain
8,0.047576725482940674,Topic distribution,cosine,Topic cosine,InDomain
9,0.05097639433264817,Topic distribution,euclidean,Topic euclidean,InDomain
10,0.2903990149497986,Topic distribution,variational,Topic variational,InDomain
11,0.014000211842358112,Topic distribution,bhattacharyya,Topic bhattacharyya,InDomain
12,0.2672255831318717,Term distribution,jensen-shannon,Term jensen-shannon,OOD1
13,53.38298589065735,Term distribution,renyi,Term renyi,OOD1
14,0.03785306032426006,Term distribution,cosine,Term cosine,OOD1
15,0.020157902307257614,Term distribution,euclidean,Term euclidean,OOD1
16,0.9582258714726914,Term distribution,variational,Term variational,OOD1
17,0.4645866856959808,Term distribution,bhattacharyya,Term bhattacharyya,OOD1
18,0.013073738664388657,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD1
19,0.05210284755896535,Topic distribution,renyi,Topic renyi,OOD1
20,0.05151164531707764,Topic distribution,cosine,Topic cosine,OOD1
21,0.05278912965060052,Topic distribution,euclidean,Topic euclidean,OOD1
22,0.2562781572341919,Topic distribution,variational,Topic variational,OOD1
23,0.013232249766588211,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD1
24,0.27581060852185574,Term distribution,jensen-shannon,Term jensen-shannon,OOD2
25,53.433345871612445,Term distribution,renyi,Term renyi,OOD2
26,0.054616815974131594,Term distribution,cosine,Term cosine,OOD2
27,0.022628732116531974,Term distribution,euclidean,Term euclidean,OOD2
28,0.9870656065060427,Term distribution,variational,Term variational,OOD2
29,0.4840746452210261,Term distribution,bhattacharyya,Term bhattacharyya,OOD2
30,0.010597684420645237,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD2
31,0.04456887671517766,Topic distribution,renyi,Topic renyi,OOD2
32,0.03280156850814819,Topic distribution,cosine,Topic cosine,OOD2
33,0.04032628883969024,Topic distribution,euclidean,Topic euclidean,OOD2
34,0.2206757813692093,Topic distribution,variational,Topic variational,OOD2
35,0.010740593075752258,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD2
