,AsyD1,AsyD2,Factors
0,0.03963247847329221,0.12061896278654549,Suff_diff
1,0.004995671286410097,0.019369982671068264,Comp_diff
0,1000.0,1366.0,temporal_distance
0,2.105284015379017,2.422063324247409,corpus_similarity
