,Domain,Bert F1,Bert std,FRESH F1,FRESH std,LSTM F1,LSTM std,KUMA F1,KUMA std,SPECTRA F1,SPECTRA std
0,Full,0.7103060842741621,0.005285163593227,0.6615195165479111,0.004977163551561001,67.49797878403191,0.36524607068360004,64.3768493902638,0.3886648485415,58.07599999999999,0.49997999959998
1,SynD,0.69633613354387,0.014841867084255,0.6222632914914871,0.009879598999125001,67.35433928282461,0.5992385624643001,63.5450419819997,1.0026069183113,48.882,1.4125048672482499
2,AsyD1,0.682110410331037,0.013610062765947001,0.58876670779572,0.009212675274286,66.36518844900561,0.36871898753640003,62.6974453204008,0.8855553342137001,49.954,1.06772187389787
3,AsyD2,0.681164912415819,0.024879630208647002,0.578349730322391,0.008883417389062,67.0381143100825,0.9330721669152001,62.674890936079606,1.0756797765212,51.516000000000005,0.97276924293482
