,AsyD1,AsyD2,Factors
0,0.03963247847329221,0.12061896278654549,Suff_diff
1,0.004995671286410097,0.019369982671068264,Comp_diff
0,1465.0,2009.0,temporal_distance
0,0.0020311875268816,0.0015697567723691,corpus_similarity
