,AsyD1,AsyD2,Factors
0,0.03963247847329221,0.12061896278654549,Suff_diff
1,0.004995671286410097,0.019369982671068264,Comp_diff
0,1000.0,1366.0,temporal_distance
0,0.0026679913602789,0.0059483207062095,corpus_similarity
