,scaled attention,attention,deeplift,gradients,lime,ig,deepliftshap,gradientshap,scaled attention,attention,deeplift,gradients,lime,ig,deepliftshap,gradientshap
Full,2.3993821365722954,1.0271294727066507,0.9695118438734209,1.152534564657321,0.8778890409949162,1.3686219065796306,0.8180292281156025,0.7846407483390805,1.9861327198343417,1.080267227065031,0.9386989660481174,1.6005094127098247,1.1877088382695078,1.48416506502021,0.9118830082347908,1.247282329161452
SynD,2.1770581610293087,1.5543168062770132,0.8242033376615034,1.468734092305012,0.5692069979547206,1.7149910334482004,0.8159344822477745,0.9702533678964043,2.138311809687921,1.6779030950767464,1.0267803759035856,1.6245437127482134,0.7591257517735898,1.549005851955244,0.7679975154254447,0.8451921258878715
AsyD1,2.1374256825560165,1.5408052074961194,0.8095651311443336,1.5102763625083808,0.5921919586267682,1.7328933729688836,0.7923289185574639,0.996765193485647,2.133316138401511,1.6320646921746942,0.9987004329611495,1.6246236291445553,0.7666897394194601,1.5534701203804793,0.746767090925651,0.8702088776115031
AsyD2,2.0564391982427632,1.4604238490207053,0.7610128910285652,1.516105616547692,0.5644856064494179,1.7389268631289243,0.762142554582163,0.982736964687924,2.1189418270168527,1.5797960777502522,0.9561379545902112,1.6352240377164773,0.7289806439089327,1.5745949223146576,0.7159912019962311,0.8600061673219707
AsyD1+2,2.0969324403993896,1.5006145282584122,0.7852890110864494,1.5131909895280364,0.578338782538093,1.735910118048904,0.7772357365698135,0.9897510790867855,2.126128982709182,1.6059303849624733,0.9774191937756804,1.6299238334305164,0.7478351916641963,1.5640325213475683,0.731379146460941,0.8651075224667368
