,mean-acc,std-acc,mean-f1,std-f1,mean-ece,std-ece,domain,Model
model,0.6365671641791041,0.064869593468957,0.482027869269583,0.106722534187836,0.11546950411440701,0.063400339442928,Full data,Kuma
model,0.49634888438133806,0.012247893825111001,0.35714446556233603,0.025041665471146002,0.13844081118672602,0.076436941228505,InDomain,Kuma
model,0.622944162436548,0.011496761556866,0.338902724261229,0.012544874095511001,0.140283494739968,0.05991591239397501,OOD1,Kuma
model,0.554314720812182,0.036632728025723,0.318230111184417,0.013662778129801,0.167352400521941,0.088860850801494,OOD2,Kuma
model,0.5511363636363631,0.013562726346886001,0.414030110953558,0.014054871965630001,0.26454420721569605,0.099374815679427,Full data,LSTM
model,0.503042596348884,0.009002978101895001,0.40756784096847704,0.016652769901728003,0.330994188561884,0.121113153972737,InDomain,LSTM
model,0.620507614213198,0.007132657084365001,0.40726978884041304,0.010679206921931,0.257976278689912,0.093569175024724,OOD1,LSTM
model,0.543756345177664,0.017067919336988,0.35420417513610103,0.00925206078062,0.32046590133366804,0.11741385160284201,OOD2,LSTM
