,AsyD1,AsyD2,Factors
0,0.11989821789070332,0.1496648389433639,Suff_diff
1,0.07910549918683563,0.1856530008187005,Comp_diff
0,2247.0,3331.0,temporal_distance
0,0.0141714718192815,0.0189936440438032,corpus_similarity
