,AsyD1,AsyD2,Factors
0,0.11989821789070332,0.1496648389433639,Suff_diff
1,0.07910549918683563,0.1856530008187005,Comp_diff
0,1553.0,2277.0,temporal_distance
0,0.0078120754593387,0.0204886025867366,corpus_similarity
