,mean-acc,std-acc,mean-f1,std-f1,mean-ece,std-ece,Domain
model,0.959544864992335,0.0011207093104300002,0.7143203590439791,0.016386584944976003,0.027909402286945002,0.002118299703143,Full size
model,0.9531568708365261,0.0039123060964350006,0.6930029859848721,0.025281388595045,0.027179701957037002,0.004423242354261001,InDomain
model,0.9572927720787641,0.0012559557148780001,0.637387239823433,0.014937577071674,0.025729762620906003,0.005264175173386,OOD1
model,0.9513618677042801,0.001367458260198,0.5821498445340241,0.011358143443083,0.03151415175754,0.00504603550067,OOD2
