,AsyD1,AsyD2,Factors
0,0.007550011849837723,0.016531823443000526,Suff_diff
1,0.10682210804424752,0.05173138118553888,Comp_diff
0,4782.0,6121.0,temporal_distance
0,0.0213431250303983,0.0178175438195467,corpus_similarity
