,AsyD1,AsyD2,Factors
0,0.028250738560933186,0.023195894986537402,Suff_diff
1,0.018974657414388307,0.1382582115128841,Comp_diff
0,2161.0,2757.0,temporal_distance
0,0.0108342319726943,0.0124842273071408,corpus_similarity
