,Rationales_metrics,random,gradients,deeplift,ig,gradientshap,scaled attention,deepliftshap,attention,lime,Domain,thresholder,mean-f1,Task
6,AOPC_sufficiency,0.178868239950342,0.25210342399034,0.209181553942446,0.264248290407095,0.18342349551247,0.500745135347965,0.202599018130972,0.428876067025535,0.189269400154458,SynD,contigious,0.710694963549325,Factcheck
7,AOPC_comprehensiveness,0.187250123279863,0.365085670982771,0.284404384733243,0.367081067822563,0.203144296508063,0.533279600170622,0.21652561932026,0.500780462738989,0.180126168807742,SynD,contigious,0.710694963549325,Factcheck
8,Sufficiency,0.224181762720823,0.201892665681208,0.188780505592371,0.245097232235441,0.152996440462725,0.310437543029733,0.19787917457949,0.300922647113346,0.297469152400005,AsyD1,topk,0.706456512772858,Factcheck
9,Comprehensiveness,0.208135975109744,0.278408262247087,0.167303706928069,0.199458366572519,0.189555563006485,0.256092925121775,0.231563201356307,0.293796365002673,0.235274337772041,AsyD1,topk,0.706456512772858,Factcheck
10,AOPC_sufficiency,0.214683556279276,0.206256401414016,0.20256336661977,0.214456514527474,0.189783936501481,0.247043734818132,0.195857226864722,0.257040917000845,0.222293478635411,AsyD1,topk,0.706456512772858,Factcheck
11,AOPC_comprehensiveness,0.195651926033462,0.215037419261343,0.164742759570076,0.183091015303142,0.196831198867493,0.193001023030269,0.225178247407322,0.219278767592166,0.200545853103751,AsyD1,topk,0.706456512772858,Factcheck
12,Sufficiency,0.224181762720823,0.201892665681208,0.188780505592371,0.245097232235441,0.152996440462725,0.310437543029733,0.19787917457949,0.300922647113346,0.297469152400005,AsyD1,contigious,0.706456512772858,Factcheck
13,Comprehensiveness,0.208135975109744,0.278408262247087,0.167303706928069,0.199458366572519,0.189555563006485,0.256092925121775,0.231563201356307,0.293796365002673,0.235274337772041,AsyD1,contigious,0.706456512772858,Factcheck
14,AOPC_sufficiency,0.214683556279276,0.206256401414016,0.20256336661977,0.214456514527474,0.189783936501481,0.247043734818132,0.195857226864722,0.257040917000845,0.222293478635411,AsyD1,contigious,0.706456512772858,Factcheck
15,AOPC_comprehensiveness,0.195651926033462,0.215037419261343,0.164742759570076,0.183091015303142,0.196831198867493,0.193001023030269,0.225178247407322,0.219278767592166,0.200545853103751,AsyD1,contigious,0.706456512772858,Factcheck
16,Sufficiency,0.194240982783602,0.265516522768911,0.19077041492278,0.297697332463907,0.189621465498312,0.298890568899419,0.178730917086186,0.24186809190812,0.307213149297869,AsyD2,topk,0.7352927405581821,Factcheck
17,Comprehensiveness,0.237291402487925,0.271831560858059,0.168311280196124,0.205916390378147,0.185553703664702,0.259211918911259,0.295029748317698,0.299855049292075,0.22180260460473,AsyD2,topk,0.7352927405581821,Factcheck
18,AOPC_sufficiency,0.191081802708944,0.232856515339715,0.190473824845623,0.235161252872593,0.183694023513477,0.239908330203068,0.205918278117086,0.215744841174112,0.236608272447653,AsyD2,topk,0.7352927405581821,Factcheck
19,AOPC_comprehensiveness,0.194161706134308,0.193941238044294,0.16088100815511,0.177512197028873,0.190830159991616,0.206501652766227,0.202816938118244,0.228547125039987,0.194270244058482,AsyD2,topk,0.7352927405581821,Factcheck
20,Sufficiency,0.194240982783602,0.265516522768911,0.19077041492278,0.297697332463907,0.189621465498312,0.298890568899419,0.178730917086186,0.24186809190812,0.307213149297869,AsyD2,contigious,0.7352927405581821,Factcheck
21,Comprehensiveness,0.237291402487925,0.271831560858059,0.168311280196124,0.205916390378147,0.185553703664702,0.259211918911259,0.295029748317698,0.299855049292075,0.22180260460473,AsyD2,contigious,0.7352927405581821,Factcheck
22,AOPC_sufficiency,0.191081802708944,0.232856515339715,0.190473824845623,0.235161252872593,0.183694023513477,0.239908330203068,0.205918278117086,0.215744841174112,0.236608272447653,AsyD2,contigious,0.7352927405581821,Factcheck
23,AOPC_comprehensiveness,0.194161706134308,0.193941238044294,0.16088100815511,0.177512197028873,0.190830159991616,0.206501652766227,0.202816938118244,0.228547125039987,0.194270244058482,AsyD2,contigious,0.7352927405581821,Factcheck
0,Sufficiency,0.561985458120398,0.473744172505798,0.269254676933437,0.388186797325238,0.430320783719662,0.8440621199443861,0.5497923704755611,0.794638140636425,0.301648295052108,SynD,topk,0.6930029859848721,AmazDigiMu
1,Comprehensiveness,0.166214081014323,0.29167971745795,0.264224723543127,0.346603585478754,0.193966139993417,0.486446507361626,0.146978905481396,0.347580517341873,0.171750406120084,SynD,topk,0.6930029859848721,AmazDigiMu
2,AOPC_sufficiency,0.474403039190358,0.394462675218203,0.243128494951717,0.33630943680594,0.367582372283965,0.6232808607182391,0.45187889118796,0.5914719901838561,0.261702648507105,SynD,topk,0.6930029859848721,AmazDigiMu
3,AOPC_comprehensiveness,0.132551791003835,0.23389731272572,0.204815512963566,0.279792623981227,0.15734107584332,0.359263948502793,0.121430802224318,0.255304364806502,0.142941547121983,SynD,topk,0.6930029859848721,AmazDigiMu
4,Sufficiency,0.561985458120398,0.473744172505798,0.269254676933437,0.388186797325238,0.430320783719662,0.8440621199443861,0.5497923704755611,0.794638140636425,0.301648295052108,SynD,contigious,0.6930029859848721,AmazDigiMu
5,Comprehensiveness,0.166214081014323,0.29167971745795,0.264224723543127,0.346603585478754,0.193966139993417,0.486446507361626,0.146978905481396,0.347580517341873,0.171750406120084,SynD,contigious,0.6930029859848721,AmazDigiMu
6,AOPC_sufficiency,0.474403039190358,0.394462675218203,0.243128494951717,0.33630943680594,0.367582372283965,0.6232808607182391,0.45187889118796,0.5914719901838561,0.261702648507105,SynD,contigious,0.6930029859848721,AmazDigiMu
7,AOPC_comprehensiveness,0.132551791003835,0.23389731272572,0.204815512963566,0.279792623981227,0.15734107584332,0.359263948502793,0.121430802224318,0.255304364806502,0.142941547121983,SynD,contigious,0.6930029859848721,AmazDigiMu
8,Sufficiency,0.673499148802433,0.5623412659067171,0.29113901276747,0.484915851927825,0.546223227166838,0.8531990422792121,0.642872686218348,0.8254999169521081,0.374652091199287,AsyD1,topk,0.637387239823433,AmazDigiMu
9,Comprehensiveness,0.151150849389753,0.274047991950795,0.17179638569604,0.340216710716106,0.174024411001099,0.437756564100317,0.11211952754757,0.275001451460958,0.15765093110824,AsyD1,topk,0.637387239823433,AmazDigiMu
10,AOPC_sufficiency,0.545387468908982,0.456982945393015,0.259271799383264,0.40189833742368,0.440814638748134,0.651150737309622,0.506580384539719,0.626899921047523,0.310431489747252,AsyD1,topk,0.637387239823433,AmazDigiMu
11,AOPC_comprehensiveness,0.122340707323458,0.222636443930646,0.149896469738106,0.279024081102012,0.14575913754406,0.321910345514475,0.097453091338162,0.213438423049123,0.133926280903527,AsyD1,topk,0.637387239823433,AmazDigiMu
12,Sufficiency,0.673499148802433,0.5623412659067171,0.29113901276747,0.484915851927825,0.546223227166838,0.8531990422792121,0.642872686218348,0.8254999169521081,0.374652091199287,AsyD1,contigious,0.637387239823433,AmazDigiMu
13,Comprehensiveness,0.151150849389753,0.274047991950795,0.17179638569604,0.340216710716106,0.174024411001099,0.437756564100317,0.11211952754757,0.275001451460958,0.15765093110824,AsyD1,contigious,0.637387239823433,AmazDigiMu
14,AOPC_sufficiency,0.545387468908982,0.456982945393015,0.259271799383264,0.40189833742368,0.440814638748134,0.651150737309622,0.506580384539719,0.626899921047523,0.310431489747252,AsyD1,contigious,0.637387239823433,AmazDigiMu
15,AOPC_comprehensiveness,0.122340707323458,0.222636443930646,0.149896469738106,0.279024081102012,0.14575913754406,0.321910345514475,0.097453091338162,0.213438423049123,0.133926280903527,AsyD1,contigious,0.637387239823433,AmazDigiMu
16,Sufficiency,0.694426109412517,0.577053846566222,0.31619291935651,0.494815440303568,0.569470541508823,0.8468860956550761,0.670606118071405,0.8292629292197321,0.392489830025194,AsyD2,topk,0.5821498445340241,AmazDigiMu
17,Comprehensiveness,0.157452123259406,0.272447622960288,0.157737243986887,0.331905264135487,0.180109724040559,0.436094556492417,0.108420411929257,0.264186616469691,0.158123125919687,AsyD2,topk,0.5821498445340241,AmazDigiMu
18,AOPC_sufficiency,0.561478384274753,0.473968212976063,0.273638652907737,0.415603884935145,0.459227421038006,0.6536487397431341,0.527551116988618,0.637420952738815,0.323997167670126,AsyD2,topk,0.5821498445340241,AmazDigiMu
19,AOPC_comprehensiveness,0.127944038881022,0.220869590072264,0.141127106054065,0.274308087446454,0.150476454999859,0.323022056244394,0.096420732667648,0.208566118907671,0.134946761488468,AsyD2,topk,0.5821498445340241,AmazDigiMu
20,Sufficiency,0.694426109412517,0.577053846566222,0.31619291935651,0.494815440303568,0.569470541508823,0.8468860956550761,0.670606118071405,0.8292629292197321,0.392489830025194,AsyD2,contigious,0.5821498445340241,AmazDigiMu
21,Comprehensiveness,0.157452123259406,0.272447622960288,0.157737243986887,0.331905264135487,0.180109724040559,0.436094556492417,0.108420411929257,0.264186616469691,0.158123125919687,AsyD2,contigious,0.5821498445340241,AmazDigiMu
22,AOPC_sufficiency,0.561478384274753,0.473968212976063,0.273638652907737,0.415603884935145,0.459227421038006,0.6536487397431341,0.527551116988618,0.637420952738815,0.323997167670126,AsyD2,contigious,0.5821498445340241,AmazDigiMu
23,AOPC_comprehensiveness,0.127944038881022,0.220869590072264,0.141127106054065,0.274308087446454,0.150476454999859,0.323022056244394,0.096420732667648,0.208566118907671,0.134946761488468,AsyD2,contigious,0.5821498445340241,AmazDigiMu
0,Sufficiency,0.166197337831676,0.270757022229107,0.115387394735012,0.3266692494937,0.151613069671189,0.478842229171762,0.113403276974226,0.324755334014242,0.088840849298187,SynD,topk,0.69633613354387,AmazPantry
1,Comprehensiveness,0.368839113601642,0.6376524563914551,0.381475797368145,0.6041521902218361,0.299099418421202,0.8547011433090871,0.273881557792571,0.7175685698070211,0.262019935719413,SynD,topk,0.69633613354387,AmazPantry
2,AOPC_sufficiency,0.167313182137395,0.24573857469723,0.137900083152408,0.286940607143318,0.162336178462272,0.364250528619999,0.136516594640503,0.26005769090784,0.095235834122678,SynD,topk,0.69633613354387,AmazPantry
3,AOPC_comprehensiveness,0.30849386293849,0.5011617654581331,0.316755444551932,0.477858798984,0.260736583840344,0.6596560703376201,0.236922520260758,0.517622807436674,0.23418563562072,SynD,topk,0.69633613354387,AmazPantry
4,Sufficiency,0.166197337831676,0.270757022229107,0.115387394735012,0.3266692494937,0.151613069671189,0.478842229171762,0.113403276974226,0.324755334014242,0.088840849298187,SynD,contigious,0.69633613354387,AmazPantry
5,Comprehensiveness,0.368839113601642,0.6376524563914551,0.381475797368145,0.6041521902218361,0.299099418421202,0.8547011433090871,0.273881557792571,0.7175685698070211,0.262019935719413,SynD,contigious,0.69633613354387,AmazPantry
6,AOPC_sufficiency,0.167313182137395,0.24573857469723,0.137900083152408,0.286940607143318,0.162336178462272,0.364250528619999,0.136516594640503,0.26005769090784,0.095235834122678,SynD,contigious,0.69633613354387,AmazPantry
7,AOPC_comprehensiveness,0.30849386293849,0.5011617654581331,0.316755444551932,0.477858798984,0.260736583840344,0.6596560703376201,0.236922520260758,0.517622807436674,0.23418563562072,SynD,contigious,0.69633613354387,AmazPantry
8,Sufficiency,0.174340192272029,0.294858507870445,0.124597198932719,0.347922213940856,0.169688101379234,0.482651404023996,0.118092594899913,0.327537509733179,0.099525353638448,AsyD1,topk,0.682110410331037,AmazPantry
9,Comprehensiveness,0.366656017011905,0.63515609770295,0.364726785359337,0.604473736022615,0.312863353480783,0.8504903744477411,0.266186015408374,0.699937292839217,0.268240258005476,AsyD1,topk,0.682110410331037,AmazPantry
10,AOPC_sufficiency,0.175540180419907,0.265114185158642,0.142111209182742,0.304192415339419,0.174972341900754,0.375204089950026,0.139085561315487,0.270473224115801,0.103953483260561,AsyD1,topk,0.682110410331037,AmazPantry
11,AOPC_comprehensiveness,0.309710560911889,0.503163095453069,0.309308071275344,0.481126102342898,0.269512879595564,0.6607105378267171,0.231281654601123,0.505467671257914,0.237451909240991,AsyD1,topk,0.682110410331037,AmazPantry
12,Sufficiency,0.174340192272029,0.294858507870445,0.124597198932719,0.347922213940856,0.169688101379234,0.482651404023996,0.118092594899913,0.327537509733179,0.099525353638448,AsyD1,contigious,0.682110410331037,AmazPantry
13,Comprehensiveness,0.366656017011905,0.63515609770295,0.364726785359337,0.604473736022615,0.312863353480783,0.8504903744477411,0.266186015408374,0.699937292839217,0.268240258005476,AsyD1,contigious,0.682110410331037,AmazPantry
14,AOPC_sufficiency,0.175540180419907,0.265114185158642,0.142111209182742,0.304192415339419,0.174972341900754,0.375204089950026,0.139085561315487,0.270473224115801,0.103953483260561,AsyD1,contigious,0.682110410331037,AmazPantry
15,AOPC_comprehensiveness,0.309710560911889,0.503163095453069,0.309308071275344,0.481126102342898,0.269512879595564,0.6607105378267171,0.231281654601123,0.505467671257914,0.237451909240991,AsyD1,contigious,0.682110410331037,AmazPantry
16,Sufficiency,0.194304529841492,0.322339890356662,0.124904197133509,0.380686179295902,0.18301002484484,0.495227291615135,0.125131645020765,0.334694178618446,0.105195818633782,AsyD2,topk,0.681164912415819,AmazPantry
17,Comprehensiveness,0.370833276316712,0.637407435784309,0.350681077656682,0.611275205823259,0.308197472618534,0.845473947914362,0.255153492265989,0.6791711432406481,0.251323385539205,AsyD2,topk,0.681164912415819,AmazPantry
18,AOPC_sufficiency,0.189053434143125,0.286624973332021,0.143872100476138,0.328750095198255,0.185789798033643,0.388776892534329,0.144085667250372,0.276098143961885,0.106717942423627,AsyD2,topk,0.681164912415819,AmazPantry
19,AOPC_comprehensiveness,0.310592705618938,0.5078886581674851,0.296969474261131,0.489057697175551,0.267111642357504,0.6581278751023001,0.222381644627365,0.490673138114637,0.226416070535511,AsyD2,topk,0.681164912415819,AmazPantry
20,Sufficiency,0.194304529841492,0.322339890356662,0.124904197133509,0.380686179295902,0.18301002484484,0.495227291615135,0.125131645020765,0.334694178618446,0.105195818633782,AsyD2,contigious,0.681164912415819,AmazPantry
21,Comprehensiveness,0.370833276316712,0.637407435784309,0.350681077656682,0.611275205823259,0.308197472618534,0.845473947914362,0.255153492265989,0.6791711432406481,0.251323385539205,AsyD2,contigious,0.681164912415819,AmazPantry
22,AOPC_sufficiency,0.189053434143125,0.286624973332021,0.143872100476138,0.328750095198255,0.185789798033643,0.388776892534329,0.144085667250372,0.276098143961885,0.106717942423627,AsyD2,contigious,0.681164912415819,AmazPantry
23,AOPC_comprehensiveness,0.310592705618938,0.5078886581674851,0.296969474261131,0.489057697175551,0.267111642357504,0.6581278751023001,0.222381644627365,0.490673138114637,0.226416070535511,AsyD2,contigious,0.681164912415819,AmazPantry
0,Sufficiency,0.220365274428341,0.351029845611654,0.313019671894297,0.343092341986359,0.20373241059357,0.655606810215001,0.254668461303684,0.459841304884714,0.226377924406149,SynD,topk,0.60270573942644,Yelp
1,Comprehensiveness,0.263326219991466,0.451068536290414,0.359208470021649,0.455889975257705,0.257506303417247,0.7330600328002681,0.289171893667266,0.498524054788924,0.227195966275293,SynD,topk,0.60270573942644,Yelp
2,AOPC_sufficiency,0.205801722339266,0.28316699302752,0.267416866278955,0.282252039189447,0.198233585689666,0.444276384475594,0.229714751364755,0.331090113517426,0.195508827664558,SynD,topk,0.60270573942644,Yelp
3,AOPC_comprehensiveness,0.202083723566342,0.333414802379696,0.270499667733167,0.334994628943973,0.19928158208602,0.508606397916962,0.223281420072943,0.354748599798449,0.171312336540973,SynD,topk,0.60270573942644,Yelp
4,Sufficiency,0.220365274428341,0.351029845611654,0.313019671894297,0.343092341986359,0.20373241059357,0.655606810215001,0.254668461303684,0.459841304884714,0.226377924406149,SynD,contigious,0.60270573942644,Yelp
5,Comprehensiveness,0.263326219991466,0.451068536290414,0.359208470021649,0.455889975257705,0.257506303417247,0.7330600328002681,0.289171893667266,0.498524054788924,0.227195966275293,SynD,contigious,0.60270573942644,Yelp
6,AOPC_sufficiency,0.205801722339266,0.28316699302752,0.267416866278955,0.282252039189447,0.198233585689666,0.444276384475594,0.229714751364755,0.331090113517426,0.195508827664558,SynD,contigious,0.60270573942644,Yelp
