,AsyD1,AsyD2,Factors
0,1.648785240302247,1.543992723169915,Suff_diff
1,1.861502343049865,1.7843982691875586,Comp_diff
0,8688 days 00:00:00,9497 days 00:00:00,temporal_distance
0,0.0009394057419262122,0.0014057652805689554,corpus_similarity
