,Similarity,Representations,Measure,Rep_Mea,Domain
0,0.0009394057419262122,Term distribution,jensen-shannon,Term jensen-shannon,OOD1
1,0.0036922553894553458,Term distribution,renyi,Term renyi,OOD1
2,0.003209968176039024,Term distribution,cosine,Term cosine,OOD1
3,0.021507647477004906,Term distribution,euclidean,Term euclidean,OOD1
4,0.07715807405900729,Term distribution,variational,Term variational,OOD1
5,0.0009401728762177884,Term distribution,bhattacharyya,Term bhattacharyya,OOD1
6,3.90697896364145e-05,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD1
7,0.0001443898701302759,Topic distribution,renyi,Topic renyi,OOD1
8,0.0001563429832458496,Topic distribution,cosine,Topic cosine,OOD1
9,0.002500461227268449,Topic distribution,euclidean,Topic euclidean,OOD1
10,0.014624008908867836,Topic distribution,variational,Topic variational,OOD1
11,3.898219802067615e-05,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD1
12,0.0014057652805689554,Term distribution,jensen-shannon,Term jensen-shannon,OOD2
13,0.005563814361520822,Term distribution,renyi,Term renyi,OOD2
14,0.005096167435588939,Term distribution,cosine,Term cosine,OOD2
15,0.02729755721216531,Term distribution,euclidean,Term euclidean,OOD2
16,0.09111029666355683,Term distribution,variational,Term variational,OOD2
17,0.0014074453049411288,Term distribution,bhattacharyya,Term bhattacharyya,OOD2
18,5.430174496723339e-05,Topic distribution,jensen-shannon,Topic jensen-shannon,OOD2
19,0.00020501028797097675,Topic distribution,renyi,Topic renyi,OOD2
20,0.00021773576736450195,Topic distribution,cosine,Topic cosine,OOD2
21,0.002951968118473723,Topic distribution,euclidean,Topic euclidean,OOD2
22,0.017505666241049767,Topic distribution,variational,Topic variational,OOD2
23,5.4301301133818924e-05,Topic distribution,bhattacharyya,Topic bhattacharyya,OOD2
