,AsyD1,AsyD2,Factors
0,1.648785240302247,1.543992723169915,Suff_diff
1,1.861502343049865,1.7843982691875586,Comp_diff
0,4462.0,5417.0,temporal_distance
0,0.0156737435609102,0.0248343180865049,corpus_similarity
