,mean-acc,std-acc,mean-f1,std-f1,mean-ece,std-ece,Domain
model,0.8594594594594591,0.012384262645740001,0.7441904566095,0.03209295741399,0.031110447701787003,0.014837292537224002,Full size
model,0.866764061358656,0.005593627383221,0.710694963549325,0.018522744656805,0.027319095341979002,0.010386036288045,SynD
model,0.814766081871344,0.007935243710591,0.706456512772858,0.027055135334885003,0.050163677395784007,0.016335726819561,AsyD1
model,0.7865497076023391,0.005992368868982001,0.7352927405581821,0.016968216851146002,0.053078123369412006,0.022539293675779,AsyD2
